ms_subclass,ms_zoning,lot_frontage,lot_area,street,alley,lot_shape,land_contour,utilities,lot_config,land_slope,neighborhood,condition_1,condition_2,bldg_type,house_style,overall_qual,overall_cond,year_built,year_remod/add,roof_style,roof_matl,exterior_1st,exterior_2nd,mas_vnr_type,mas_vnr_area,exter_qual,exter_cond,foundation,bsmt_qual,bsmt_cond,bsmt_exposure,bsmtfin_type_1,bsmtfin_sf_1,bsmtfin_type_2,bsmtfin_sf_2,bsmt_unf_sf,total_bsmt_sf,heating,heating_qc,central_air,electrical,1st_flr_sf,2nd_flr_sf,low_qual_fin_sf,gr_liv_area,bsmt_full_bath,bsmt_half_bath,full_bath,half_bath,bedroom_abvgr,kitchen_abvgr,kitchen_qual,totrms_abvgrd,functional,fireplaces,fireplace_qu,garage_type,garage_yr_blt,garage_finish,garage_cars,garage_area,garage_qual,garage_cond,paved_drive,wood_deck_sf,open_porch_sf,enclosed_porch,3ssn_porch,screen_porch,pool_area,pool_qc,fence,misc_feature,misc_val,mo_sold,yr_sold,sale_type,saleprice
160,2,32.0,3363,1,1,2,1,1,2,1,0,1,1,1,2,7,5,2004,2004,2,1,3,3,0,117.0,4,3,2,4,3,1,1,0.0,1,0.0,976.0,976.0,1,5,1,2,976,732,0,1708,0.0,0.0,2,0,3,1,4,7,0,0,0,1,2004.0,1,2.0,380.0,3,3,2,0,40,0,0,0,0,0,0,0,0,4,2006,WD ,130000
20,3,94.0,13615,1,1,1,0,1,1,0,NridgHt,1,1,1,2,9,5,2006,2006,1,1,2,2,0,510.0,5,3,2,5,3,4,1,0.0,1,0.0,1802.0,1802.0,1,5,1,2,1802,0,0,1802,0.0,0.0,2,1,3,1,5,7,2,1,4,5,2006.0,3,3.0,843.0,3,3,2,158,105,0,0,0,0,0,0,0,0,6,2007,WD ,372000
120,3,43.0,3013,1,1,2,1,1,2,1,1,1,1,1,2,7,5,2005,2005,2,1,3,3,1,145.0,4,3,2,4,3,4,6,16.0,1,0.0,1346.0,1362.0,1,5,1,2,1506,0,0,1506,0.0,0.0,2,0,2,1,4,6,2,1,4,5,2005.0,3,2.0,440.0,3,3,2,142,20,0,0,0,0,0,0,0,0,4,2006,WD ,213490
20,3,44.0,17485,1,1,0,1,1,2,1,0,1,1,1,2,7,5,2009,2010,2,1,3,3,0,96.0,4,3,2,4,3,4,6,1346.0,1,0.0,162.0,1508.0,1,5,1,2,1508,0,0,1508,1.0,0.0,1,0,1,1,4,5,2,2,3,5,2009.0,2,2.0,572.0,3,3,2,0,0,0,0,0,0,0,0,0,0,1,2010,0,308030
20,3,68.0,23730,1,1,0,1,1,2,1,0,1,1,1,2,7,5,1996,1997,2,1,2,2,1,668.0,4,3,2,5,3,2,6,700.0,1,0.0,1140.0,1840.0,1,5,1,2,2032,0,0,2032,1.0,0.0,3,0,3,1,4,7,2,0,0,5,1996.0,3,3.0,786.0,3,3,2,0,46,192,0,0,0,0,0,0,0,9,2008,WD ,300000
20,3,79.0,8910,1,1,2,1,1,1,1,0,1,1,1,2,6,6,1959,1959,1,1,0,0,2,0.0,3,3,2,3,3,2,5,655.0,1,0.0,0.0,655.0,1,5,1,2,1194,0,0,1194,0.0,1.0,1,0,3,1,3,6,2,1,2,3,1954.0,3,2.0,539.0,3,3,2,0,0,192,0,0,0,0,0,0,0,7,2006,WD ,159500
160,2,24.0,2522,1,1,2,1,1,2,1,0,1,1,0,2,7,5,2004,2004,2,1,3,3,0,50.0,4,3,2,4,3,1,1,0.0,1,0.0,970.0,970.0,1,5,1,2,970,739,0,1709,0.0,0.0,2,0,3,1,4,7,0,0,0,1,2004.0,1,2.0,380.0,3,3,2,0,40,0,0,0,0,0,0,0,0,4,2006,WD ,137500
20,3,73.0,8688,1,1,2,1,1,2,1,1,1,1,1,2,7,5,2005,2005,2,1,3,3,1,228.0,4,3,2,4,3,3,1,0.0,1,0.0,1616.0,1616.0,1,5,1,2,1616,0,0,1616,0.0,0.0,2,0,3,1,4,7,2,0,0,5,2005.0,2,3.0,834.0,3,3,2,208,59,0,0,0,0,0,0,0,0,4,2006,WD ,232000
30,2,68.0,6291,0,1,1,1,1,2,1,0,0,1,1,2,6,6,1930,1950,2,1,0,Wd Shng,2,0.0,4,4,1,3,3,1,1,0.0,1,0.0,768.0,768.0,1,3,1,2,768,0,0,768,0.0,0.0,1,0,1,1,3,4,2,0,0,1,1930.0,1,2.0,440.0,3,3,0,0,0,84,0,0,0,0,0,0,0,7,2008,WD ,93850
30,3,68.0,17529,1,1,2,1,1,2,1,0,1,1,1,2,5,5,1924,1950,2,1,0,1,0,65.0,3,3,1,3,3,1,1,0.0,1,0.0,872.0,872.0,1,2,0,0,872,0,0,872,0.0,0.0,1,0,2,1,2,5,1,1,4,1,1924.0,1,1.0,322.0,2,2,0,0,0,116,0,0,0,0,0,0,0,4,2006,WD ,105000
30,2,60.0,6324,1,1,1,1,1,2,1,0,0,0,1,2,4,6,1927,1950,2,1,2,2,2,0.0,3,3,1,3,3,1,1,0.0,1,0.0,520.0,520.0,1,2,0,2,520,0,0,520,0.0,0.0,1,0,1,1,2,4,2,0,0,1,1920.0,1,1.0,240.0,2,3,2,49,0,87,0,0,0,0,0,0,0,5,2008,WD ,68500
90,3,80.0,11600,1,1,2,1,1,1,1,0,0,1,0,2,5,5,1960,1960,2,1,2,2,1,361.0,3,3,2,3,3,1,3,443.0,1,0.0,662.0,1105.0,1,3,1,1,1105,1169,0,2274,0.0,0.0,2,0,5,2,3,12,2,0,0,1,1960.0,1,2.0,480.0,3,3,2,0,0,0,0,0,0,0,0,0,0,1,2010,WD ,154300
50,2,50.0,7288,1,1,2,1,1,2,1,0,0,1,1,1,5,7,1925,2003,2,1,3,3,2,0.0,4,4,1,3,1,1,1,0.0,1,0.0,936.0,936.0,1,5,1,2,936,665,0,1601,0.0,0.0,2,0,3,1,3,6,2,0,0,0,1980.0,0,0.0,0.0,0,0,0,0,0,0,176,0,0,0,0,0,0,9,2007,WD ,129850
70,2,35.0,4571,1,0,2,1,1,2,1,0,1,1,1,2,5,7,1910,1950,2,1,2,2,2,0.0,3,3,1,3,3,1,4,168.0,1,0.0,448.0,616.0,1,5,1,2,616,616,0,1232,0.0,0.0,1,0,3,1,3,6,2,0,0,1,1920.0,1,2.0,480.0,2,2,2,280,0,143,0,0,0,0,0,0,0,6,2007,WD ,114000
20,3,63.0,17423,1,1,1,1,1,1,1,1,1,1,1,2,9,5,2008,2009,1,1,3,3,0,748.0,5,3,2,5,3,1,6,1904.0,1,0.0,312.0,2216.0,1,5,1,2,2234,0,0,2234,1.0,0.0,2,0,1,1,5,9,2,1,4,5,2009.0,3,3.0,1166.0,3,3,2,0,60,0,0,0,0,0,0,0,0,7,2009,0,501837
50,2,100.0,12665,1,0,1,1,1,2,1,0,0,1,1,1,5,8,1915,1950,2,1,1,1,2,0.0,3,3,1,3,3,2,1,0.0,1,0.0,876.0,876.0,1,4,1,2,876,540,0,1416,0.0,0.0,1,1,4,1,3,7,2,1,4,1,1949.0,1,3.0,720.0,3,3,2,418,0,194,0,0,0,0,0,0,0,6,2008,WD ,153900
20,3,60.0,9000,1,1,2,1,1,0,1,0,1,1,1,2,4,7,1971,2006,2,1,3,3,2,0.0,3,4,2,3,3,1,5,240.0,1,0.0,624.0,864.0,1,4,1,2,864,0,0,864,0.0,0.0,1,0,3,1,3,5,2,0,0,1,1986.0,1,2.0,576.0,3,3,2,200,0,0,0,0,0,0,2,0,0,7,2009,WD ,130000
120,2,32.0,4500,1,1,2,1,1,0,1,0,1,1,1,2,6,5,1997,1997,1,1,3,3,1,197.0,3,3,2,5,3,1,6,864.0,1,0.0,325.0,1189.0,1,5,1,2,1189,0,0,1189,1.0,0.0,2,0,2,1,3,4,2,0,0,5,1997.0,2,2.0,392.0,3,3,2,0,122,0,0,0,0,0,0,0,0,4,2008,WD ,160500
120,3,48.0,6373,1,1,2,1,1,2,1,NridgHt,1,1,1,2,9,5,2006,2006,1,1,2,2,1,572.0,5,3,2,5,4,1,6,415.0,1,0.0,1251.0,1666.0,1,5,1,2,1666,0,0,1666,1.0,0.0,2,0,2,1,4,6,2,1,4,5,2006.0,2,2.0,575.0,3,3,2,228,75,0,0,0,0,0,0,0,0,6,2006,0,310090
20,3,67.0,10083,1,1,2,1,1,2,1,0,1,1,1,2,7,5,2003,2003,2,1,3,3,2,0.0,4,3,2,4,3,1,6,833.0,1,0.0,343.0,1176.0,1,5,1,2,1200,0,0,1200,1.0,0.0,2,0,2,1,4,5,2,0,0,5,2003.0,2,2.0,555.0,3,3,2,0,41,0,0,0,0,0,0,0,0,8,2009,WD ,184900
20,3,70.0,13300,1,1,2,1,1,2,1,0,1,1,1,2,5,7,1956,2000,1,1,1,1,2,0.0,3,3,2,4,3,1,3,377.0,1,0.0,551.0,928.0,1,3,1,2,928,0,0,928,0.0,0.0,1,0,2,1,3,4,2,0,0,5,1956.0,1,1.0,252.0,3,3,2,261,0,156,0,0,0,0,0,0,0,6,2007,WD ,132000
20,3,80.0,9600,1,1,2,1,1,2,1,1,0,1,1,2,5,5,1969,1969,2,1,2,2,1,128.0,3,3,2,4,3,2,5,553.0,3,147.0,588.0,1288.0,1,3,1,2,1336,0,0,1336,0.0,1.0,2,0,3,1,3,6,2,1,2,5,1969.0,2,2.0,502.0,3,3,2,312,11,0,0,0,0,0,0,1,650,8,2009,WD ,163000
160,2,30.0,3215,1,0,2,1,1,2,1,1,1,1,1,2,7,5,2004,2004,2,1,2,2,1,120.0,4,3,2,4,3,3,6,280.0,1,0.0,320.0,600.0,1,5,1,2,600,600,0,1200,0.0,0.0,2,1,2,1,4,4,2,0,0,1,2004.0,2,2.0,480.0,3,3,2,0,172,0,0,0,0,0,0,0,0,4,2010,0,155000
80,3,68.0,11104,1,1,1,1,1,2,1,1,1,1,1,0,6,6,1969,1969,2,1,2,2,2,0.0,3,3,2,3,3,3,6,828.0,1,0.0,599.0,1427.0,1,4,1,2,1427,0,0,1427,0.0,1.0,2,0,4,1,3,7,2,0,0,5,1969.0,2,2.0,516.0,3,3,2,0,0,0,0,216,0,0,0,0,0,5,2008,WD ,183000
60,3,68.0,15295,1,1,0,1,1,1,1,1,1,1,1,2,7,5,1996,2002,2,1,3,3,1,254.0,4,3,2,4,3,2,6,762.0,1,0.0,98.0,860.0,1,5,1,2,1212,780,0,1992,1.0,0.0,2,1,3,1,4,7,1,2,3,5,1996.0,2,2.0,608.0,3,3,2,225,32,0,0,0,0,0,0,0,0,6,2007,WD ,211000
60,3,70.0,9109,1,1,2,1,1,2,1,0,0,1,1,2,7,5,1994,1994,2,1,3,3,2,0.0,4,3,2,4,3,1,2,36.0,6,596.0,122.0,754.0,1,5,1,2,754,786,0,1540,1.0,0.0,2,1,3,1,4,6,2,0,0,5,1994.0,2,2.0,495.0,3,3,2,140,32,0,0,0,0,0,0,0,0,10,2009,WD ,184000
90,3,64.0,7018,1,1,2,0,1,2,1,0,1,1,0,2,5,5,1979,1979,2,1,2,2,2,0.0,3,3,0,0,0,1,0,0.0,0,0.0,0.0,0.0,1,3,1,2,1535,0,0,1535,0.0,0.0,2,0,4,2,3,8,2,0,0,5,1979.0,1,2.0,400.0,3,3,2,0,0,0,0,0,0,0,4,0,0,6,2009,WD ,118858
80,3,68.0,14112,1,1,1,1,1,1,1,0,1,1,1,0,5,7,1964,1964,1,1,1,2,1,86.0,3,3,2,3,3,3,6,1014.0,1,0.0,138.0,1152.0,1,3,1,2,1152,0,0,1152,1.0,0.0,1,0,3,1,3,6,2,1,4,5,1964.0,2,2.0,484.0,3,3,2,227,0,0,0,0,0,0,0,0,0,4,2010,WD ,180500
120,2,80.0,3523,1,0,1,1,1,2,1,1,1,1,1,2,8,5,2006,2007,2,1,3,3,0,30.0,4,3,2,4,3,1,6,60.0,1,0.0,1081.0,1141.0,1,5,1,2,1151,0,0,1151,1.0,0.0,2,0,2,1,4,5,2,0,0,5,2006.0,3,2.0,484.0,3,3,2,0,60,0,0,0,0,0,0,0,0,2,2007,0,166000
80,3,88.0,15312,1,1,2,1,1,2,1,0,1,1,1,0,6,5,1960,1960,1,1,1,1,1,54.0,3,3,2,3,3,3,4,588.0,1,0.0,550.0,1138.0,1,5,1,2,1138,0,0,1138,0.0,1.0,1,0,3,1,3,6,2,1,3,5,1960.0,2,2.0,480.0,3,3,2,0,0,0,0,140,0,0,3,0,0,3,2009,0,148000
20,3,74.0,7450,1,1,1,1,1,2,1,0,1,1,1,2,5,5,1956,1956,1,1,1,1,2,0.0,3,3,2,3,3,1,3,438.0,2,206.0,250.0,894.0,1,4,1,2,1074,0,0,1074,0.0,0.0,1,0,2,1,4,6,1,1,4,1,1966.0,1,2.0,396.0,3,3,2,0,72,0,0,0,0,0,2,0,0,1,2007,WD ,124000
120,3,60.0,7313,1,1,2,1,1,2,1,NridgHt,1,1,1,2,9,5,2005,2005,1,1,2,2,1,246.0,5,3,2,5,3,1,6,1153.0,1,0.0,408.0,1561.0,1,5,1,2,1561,0,0,1561,1.0,0.0,2,0,2,1,5,6,2,1,4,5,2005.0,3,2.0,556.0,3,3,2,203,47,0,0,0,0,0,0,0,0,8,2007,WD ,277500
60,3,83.0,10019,1,1,1,1,1,2,1,2,1,1,1,2,8,5,1995,1995,1,1,3,3,1,397.0,4,3,2,4,3,1,5,527.0,1,0.0,815.0,1342.0,1,5,1,2,1358,1368,0,2726,0.0,0.0,2,1,4,1,4,9,2,1,5,5,1995.0,2,3.0,725.0,3,3,2,307,169,168,0,0,0,0,0,0,0,6,2006,WD ,350000
20,3,53.0,15401,1,1,1,0,1,1,1,1,1,1,1,2,9,5,2004,2004,1,1,3,3,1,296.0,5,3,2,5,3,4,6,1337.0,1,0.0,547.0,1884.0,1,5,1,2,1884,0,0,1884,1.0,0.0,2,0,2,1,5,7,2,1,4,5,2004.0,3,3.0,670.0,3,3,2,214,76,0,0,0,0,0,0,0,0,9,2008,WD ,387000
30,3,58.0,9098,1,1,1,1,1,2,1,0,1,1,1,2,4,7,1920,2002,2,1,1,1,2,0.0,3,3,1,3,3,2,5,348.0,1,0.0,180.0,528.0,1,5,1,2,605,0,0,605,1.0,0.0,1,0,2,1,3,5,2,0,0,0,1980.0,0,0.0,0.0,0,0,0,0,0,144,0,0,0,0,0,0,0,7,2007,WD ,86000
20,3,103.0,16280,1,1,2,1,1,2,1,1,1,1,1,2,8,9,1976,2007,2,1,3,3,2,0.0,5,5,2,4,5,2,6,1044.0,3,382.0,0.0,1426.0,1,5,1,2,1671,0,0,1671,1.0,0.0,3,0,3,1,5,6,2,1,4,5,1976.0,2,2.0,550.0,3,3,2,280,90,0,0,0,0,0,2,0,0,5,2008,WD ,290000
30,1,72.0,9392,1,1,2,1,1,1,1,0,1,1,1,2,3,3,1900,1950,0,1,0,0,2,0.0,3,2,2,2,3,1,1,0.0,1,0.0,245.0,245.0,1,3,0,2,797,0,0,797,0.0,0.0,1,0,2,1,3,5,2,0,0,0,1980.0,0,0.0,0.0,0,0,0,0,36,94,0,0,0,0,0,0,0,9,2009,WD ,44000
60,3,71.0,12209,1,1,1,1,1,1,1,0,1,1,1,2,6,5,2001,2002,2,1,3,3,2,0.0,3,3,2,5,3,1,5,690.0,1,0.0,114.0,804.0,1,5,1,2,804,1157,0,1961,1.0,0.0,2,1,3,1,4,7,2,1,3,3,2001.0,3,2.0,560.0,3,3,2,125,192,0,0,0,0,0,0,0,0,6,2009,WD ,215000
190,3,79.0,13110,1,1,1,1,1,1,1,1,0,0,0,2,5,6,1972,1972,2,1,1,1,1,144.0,3,3,2,4,3,1,6,962.0,1,0.0,191.0,1153.0,1,5,1,2,1193,0,0,1193,1.0,0.0,2,0,2,1,3,6,2,0,0,5,1972.0,3,2.0,501.0,3,3,2,140,153,0,0,0,0,0,3,0,0,7,2006,WD ,146500
160,2,68.0,2651,1,1,2,1,1,0,1,1,1,1,0,2,7,5,2000,2000,2,1,2,2,2,0.0,4,3,2,4,3,1,6,641.0,1,0.0,32.0,673.0,1,5,1,2,673,709,0,1382,1.0,0.0,2,1,3,1,4,6,2,0,0,1,2000.0,1,2.0,490.0,3,3,2,153,50,0,0,0,0,0,0,0,0,4,2006,WD ,165000
50,2,60.0,8520,1,0,2,1,1,2,1,0,0,1,1,1,6,7,1916,1950,2,1,0,0,2,0.0,3,4,1,3,3,1,3,168.0,2,546.0,0.0,714.0,0,3,0,2,1664,862,0,2526,0.0,0.0,2,0,5,1,4,10,2,1,4,1,1916.0,1,1.0,216.0,3,3,2,88,15,0,0,0,0,0,2,0,0,8,2007,0,136000
20,3,68.0,39384,1,1,1,0,1,1,0,0,1,1,1,2,6,6,1957,1957,2,1,1,1,0,902.0,3,3,2,4,3,4,5,1110.0,1,0.0,595.0,1705.0,1,5,1,2,1390,0,0,1390,1.0,0.0,1,1,1,1,5,4,1,2,4,5,1957.0,1,2.0,550.0,3,3,2,0,189,0,0,0,0,0,0,0,0,10,2006,WD ,252000
160,3,36.0,2628,1,1,2,1,1,2,1,NridgHt,1,1,0,2,7,5,2003,2003,2,1,3,Wd Shng,0,106.0,4,3,2,4,3,1,1,0.0,1,0.0,764.0,764.0,1,5,1,2,764,862,0,1626,0.0,0.0,2,1,2,1,4,6,2,0,0,3,2003.0,2,2.0,474.0,3,3,2,0,27,0,0,0,0,0,0,0,0,6,2010,WD ,175500
70,2,57.0,6406,1,0,2,1,1,2,1,0,1,1,1,2,5,6,1939,1950,2,1,1,1,2,0.0,3,3,1,3,3,1,5,421.0,1,0.0,269.0,690.0,1,3,1,1,868,690,0,1558,0.0,0.0,1,1,3,1,3,7,2,1,4,1,1939.0,1,2.0,400.0,3,3,2,0,36,0,0,182,0,0,3,0,0,10,2009,WD ,150000
20,3,68.0,12342,1,1,1,1,1,2,1,0,1,1,1,2,5,5,1960,1978,1,1,1,1,2,0.0,3,3,2,3,3,1,1,0.0,1,0.0,978.0,978.0,1,3,1,2,1422,0,0,1422,0.0,0.0,1,0,3,1,3,6,1,1,3,5,1960.0,2,1.0,286.0,3,3,2,0,0,36,0,0,0,0,2,1,600,8,2007,WD ,139900
50,2,52.0,6240,1,1,2,1,1,2,1,0,1,1,1,1,5,7,1930,1992,2,1,2,2,2,0.0,3,3,2,3,3,1,1,0.0,1,0.0,1078.0,1078.0,1,3,1,2,1128,445,0,1573,0.0,0.0,2,0,3,1,3,8,2,1,4,1,1930.0,1,2.0,360.0,3,3,1,0,0,0,0,0,0,0,0,0,0,6,2008,WD ,162900
20,3,87.0,10000,1,1,1,1,1,1,1,0,1,1,1,2,6,6,1962,1962,1,1,1,1,1,261.0,3,3,2,3,3,1,1,0.0,1,0.0,1116.0,1116.0,1,3,1,2,1116,0,0,1116,0.0,0.0,1,1,3,1,3,5,2,0,0,5,1962.0,1,2.0,440.0,3,3,2,0,0,0,0,385,0,0,0,0,0,2,2010,WD ,160000
20,3,68.0,9000,1,1,2,1,1,1,1,0,1,1,1,2,2,2,1947,1950,2,1,1,1,2,0.0,3,3,0,0,0,1,0,0.0,0,0.0,0.0,0.0,1,2,0,2,660,0,0,660,0.0,0.0,1,0,2,1,2,5,1,0,0,0,1980.0,0,0.0,0.0,0,0,0,0,0,100,0,0,0,0,0,0,0,6,2009,WD ,63900
20,3,80.0,11088,1,1,2,1,1,2,1,1,1,1,1,2,6,5,1978,1998,2,1,2,2,1,144.0,3,3,2,3,3,1,5,832.0,1,0.0,308.0,1140.0,1,4,1,2,1707,0,0,1707,0.0,0.0,2,0,3,1,3,7,2,1,3,5,1978.0,3,2.0,479.0,3,3,2,0,0,0,0,0,0,0,0,0,0,5,2009,WD ,184000
20,3,134.0,17755,1,1,2,1,1,2,1,0,1,1,1,2,5,4,1959,1959,2,1,2,1,1,132.0,3,3,2,3,3,1,4,176.0,1,0.0,1290.0,1466.0,1,3,1,2,1466,0,0,1466,0.0,0.0,1,1,3,1,2,6,2,2,4,5,1959.0,3,2.0,528.0,3,3,2,0,140,0,0,100,0,0,0,0,0,11,2006,WD ,149900
120,2,68.0,4765,1,1,1,1,1,2,1,1,1,1,1,2,9,5,2000,2000,1,1,2,2,1,260.0,4,3,2,4,3,3,6,1027.0,1,0.0,587.0,1614.0,1,5,1,2,1638,0,0,1638,1.0,0.0,2,0,2,1,5,5,2,1,3,5,2000.0,3,2.0,495.0,3,3,2,230,68,0,0,0,0,0,0,0,0,7,2008,WD ,300000
190,3,68.0,10532,1,1,2,1,1,1,1,1,1,1,1,2,5,3,1960,1960,0,0,1,1,0,275.0,3,3,2,3,3,2,3,988.0,1,0.0,0.0,988.0,1,4,1,2,1721,0,0,1721,1.0,0.0,2,0,3,1,3,7,1,2,3,4,1960.0,1,2.0,626.0,3,3,2,50,84,0,0,0,0,0,0,0,0,12,2008,WD ,145000
60,3,65.0,15426,1,1,1,1,1,2,1,1,1,1,1,2,6,5,1997,1997,2,1,3,3,2,0.0,3,3,2,4,3,1,6,821.0,1,0.0,107.0,928.0,1,5,1,2,928,836,0,1764,1.0,0.0,2,1,3,1,4,7,2,0,0,5,1997.0,2,2.0,470.0,3,3,2,276,99,0,0,0,0,0,3,0,0,8,2009,WD ,231500
30,3,63.0,13907,1,1,2,1,1,2,1,0,1,1,1,2,5,6,1940,1969,2,1,0,Wd Shng,2,0.0,3,3,2,3,3,1,4,290.0,1,0.0,706.0,996.0,1,5,1,2,996,0,0,996,1.0,0.0,1,0,3,1,3,6,2,1,4,0,1980.0,0,0.0,0.0,0,0,2,144,0,0,0,0,0,0,0,0,0,7,2008,WD ,108000
20,3,70.0,8750,1,1,2,1,1,2,1,0,1,1,1,2,5,5,1956,1956,2,1,0,0,2,0.0,3,3,2,3,3,1,3,435.0,4,202.0,565.0,1202.0,1,3,1,2,1202,0,0,1202,0.0,1.0,1,0,3,1,3,6,2,0,0,5,1956.0,2,1.0,304.0,3,3,2,0,35,120,0,0,0,0,2,0,0,11,2009,0,120000
20,3,68.0,9945,1,1,1,1,1,2,1,0,1,1,1,2,5,5,1961,1961,1,1,1,1,1,57.0,3,3,2,3,3,1,3,827.0,1,0.0,161.0,988.0,1,3,1,2,988,0,0,988,1.0,0.0,1,0,3,1,3,5,2,0,0,1,1963.0,1,2.0,572.0,3,3,2,0,0,0,0,0,0,0,0,0,0,10,2007,WD ,128500
30,2,56.0,8960,1,0,2,1,1,2,1,0,0,1,1,2,5,6,1927,1950,2,1,0,Wd Shng,2,0.0,3,3,2,3,3,1,1,0.0,1,0.0,1008.0,1008.0,1,4,1,1,1028,0,0,1028,0.0,0.0,1,0,2,1,3,5,2,1,4,1,1927.0,1,2.0,360.0,3,3,2,0,0,130,0,0,0,0,0,0,0,3,2010,WD ,115000
50,2,50.0,3500,1,0,2,1,1,2,1,0,1,1,1,1,5,7,1947,1950,2,1,0,0,2,0.0,3,3,2,3,3,1,2,312.0,1,0.0,408.0,720.0,1,3,1,2,720,564,0,1284,0.0,0.0,1,1,2,1,3,5,2,0,0,1,1948.0,1,1.0,240.0,3,3,2,0,35,0,0,0,0,0,MnWw,0,0,4,2009,WD ,110000
60,3,68.0,24572,1,1,1,1,1,1,1,1,1,1,1,2,9,3,1977,1977,0,1,1,1,1,1050.0,4,4,2,4,3,1,6,410.0,1,0.0,584.0,994.0,1,3,1,2,1599,1345,0,2944,0.0,0.0,2,2,3,1,4,9,2,1,4,5,1977.0,2,3.0,864.0,3,3,2,140,70,16,0,0,0,0,0,0,0,6,2008,WD ,150000
60,3,74.0,9056,1,1,1,1,1,2,1,1,1,1,1,2,8,5,2004,2004,2,1,3,3,2,0.0,4,3,2,5,4,3,1,0.0,1,0.0,707.0,707.0,1,5,1,2,707,707,0,1414,0.0,0.0,2,1,3,1,4,6,2,1,4,5,2004.0,3,2.0,403.0,3,3,2,100,35,0,0,0,0,0,0,0,0,10,2006,WD ,178000
70,3,70.0,12320,1,1,1,0,1,2,1,0,1,1,1,2,7,7,1932,1990,2,1,1,1,2,0.0,3,3,1,3,3,1,1,0.0,1,0.0,637.0,637.0,1,5,1,2,959,650,0,1609,0.0,0.0,1,1,3,1,4,8,2,2,4,6,1963.0,1,3.0,579.0,3,3,2,0,0,0,0,104,0,0,2,0,0,5,2006,WD ,199500
60,3,60.0,8238,1,1,1,1,1,2,1,1,1,1,1,2,6,5,1997,1998,2,1,3,3,2,0.0,3,3,2,3,3,1,6,700.0,1,0.0,113.0,813.0,1,5,1,2,813,712,0,1525,1.0,0.0,2,1,3,1,3,6,2,1,3,5,1997.0,3,2.0,400.0,3,3,2,421,72,0,0,0,0,0,0,0,0,5,2006,WD ,183500
80,2,75.0,6000,1,1,2,1,1,2,1,0,1,1,1,0,5,5,1967,1967,1,1,2,1,2,0.0,2,3,2,4,3,2,3,257.0,1,0.0,367.0,624.0,1,5,1,2,1092,564,0,1656,0.0,0.0,1,1,3,1,3,7,1,1,1,5,1967.0,1,1.0,288.0,3,3,2,0,180,0,0,100,0,0,3,0,0,7,2008,WD ,126000
120,3,24.0,2529,1,1,2,1,1,2,1,1,1,1,0,2,7,6,1977,1977,2,1,1,Brk Cmn,2,0.0,3,3,2,4,3,1,5,378.0,1,0.0,677.0,1055.0,1,2,1,2,1055,0,0,1055,0.0,0.0,2,0,2,1,3,4,2,0,0,5,1977.0,1,2.0,440.0,3,3,2,0,38,0,0,0,0,0,0,0,0,9,2008,WD ,148500
60,3,60.0,10800,1,1,2,1,1,2,1,0,1,1,1,2,5,7,1939,2006,2,1,3,3,2,0.0,3,4,1,3,3,1,1,0.0,1,0.0,676.0,676.0,1,5,1,2,676,676,0,1352,0.0,1.0,2,0,4,1,4,7,2,0,0,1,1939.0,1,2.0,720.0,3,3,2,187,0,128,0,0,0,0,0,0,0,8,2009,WD ,149000
160,3,24.0,2349,1,1,2,1,1,2,1,1,1,1,0,2,6,5,1977,1977,2,1,1,Brk Cmn,2,0.0,3,3,2,4,3,1,5,389.0,1,0.0,466.0,855.0,1,3,1,2,855,601,0,1456,0.0,0.0,2,1,3,1,3,6,2,1,3,5,1977.0,1,2.0,440.0,3,3,2,0,28,0,0,0,0,0,0,0,0,5,2009,WD ,137900
120,3,32.0,10846,1,1,1,1,1,1,1,1,1,1,1,2,8,5,1993,1993,2,1,0,0,2,0.0,4,3,2,4,3,4,6,1619.0,1,0.0,100.0,1719.0,1,5,1,2,1719,0,0,1719,2.0,0.0,1,1,1,1,4,6,2,2,4,5,1993.0,3,2.0,473.0,3,3,2,122,30,0,0,0,0,0,0,0,0,5,2008,0,324000
30,3,67.0,5604,1,1,2,1,1,2,1,0,1,1,1,2,5,6,1925,1950,2,1,0,0,2,0.0,3,3,2,3,3,1,3,468.0,1,0.0,396.0,864.0,1,3,0,1,864,0,0,864,1.0,0.0,1,0,2,1,3,5,2,0,0,0,1980.0,0,0.0,0.0,0,0,2,0,0,96,0,0,0,0,0,0,0,4,2008,WD ,98000
160,2,21.0,1680,1,1,2,1,1,2,1,0,1,1,0,2,6,5,1973,1973,2,1,2,2,1,359.0,3,3,2,3,3,1,2,458.0,1,0.0,25.0,483.0,1,3,1,2,483,504,0,987,0.0,1.0,1,1,2,1,3,5,2,0,0,1,1973.0,1,1.0,264.0,3,3,2,52,0,0,0,0,0,0,0,0,0,2,2008,WD ,103400
50,3,54.0,6342,1,1,2,1,1,2,1,0,0,1,1,1,5,8,1875,1996,2,1,3,3,2,0.0,3,4,2,3,3,1,1,0.0,1,0.0,780.0,780.0,1,4,0,2,780,240,0,1020,0.0,0.0,1,0,2,1,3,6,2,0,0,0,1980.0,0,0.0,0.0,0,0,0,0,0,176,0,0,0,0,0,0,0,5,2010,WD ,94000
